,case_id,state,isMetro,areaname,county,family_member_count,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,childcare_cost,taxes,total_cost,median_family_income,adults,children,residents
12431,1265,MI,True,"Battle Creek, MI MSA",Calhoun County,1p1c,10044.0,4480.09128,10815.3252,7092.68256,5262.65112,7449.24684,5621.57808,50765.5776,62650.765625,1,1,2
28036,2832,UT,False,"Wasatch County, UT",Wasatch County,2p1c,13908.0,8096.38116,15665.6808,10481.85864,7973.05512,8435.09256,10004.86308,74564.9292,99946.109375,2,1,3
16304,1652,MT,True,"Missoula, MT MSA",Missoula County,1p4c,16812.0,11889.5478,13316.6028,13575.3672,10399.70292,22320.0984,14661.7656,102975.0816,75618.546875,1,4,5
17288,1750,NE,False,"Richardson County, NE",Richardson County,2p3c,10956.0,11238.01536,15575.4144,23330.13,8041.76664,17890.0152,10465.78932,97497.1284,65255.8203125,2,3,5
17580,1780,NV,False,"Mineral County, NV",Mineral County,1p0c,5808.0,3475.66668,13160.6268,6441.27984,3363.83868,0.0,4893.55668,37142.9676,52915.42578125,1,0,1
9772,984,KS,False,"Sheridan County, KS",Sheridan County,1p2c,8616.0,7101.75516,14035.4196,11157.95064,5695.16268,9120.01464,5685.50796,61411.8108,78419.734375,1,2,3
29994,3028,WV,False,"Calhoun County, WV",Calhoun County,1p4c,10092.0,9914.0544,13890.8808,24451.9092,7248.9822,13334.376,10371.969,89304.1704,47069.70703125,1,4,5
9705,977,KS,False,"Rush County, KS",Rush County,2p0c,7068.0,5668.2774,14116.1904,11293.37988,4614.85548,0.0,6706.0584,49466.76,68588.8984375,2,0,2
25297,2558,TX,True,"Amarillo, TX HUD Metro FMR Area",Armstrong County,2p2c,12288.7044,9234.49872,15971.7588,16420.9908,7798.7058,12089.592,6617.37528,80421.6264,81611.109375,2,2,4
14300,1452,MS,True,"Pascagoula, MS HUD Metro FMR Area",Jackson County,1p0c,7092.0,3465.29184,10525.90068,5653.47984,3825.32304,0.0,5615.26944,36177.264,67562.0703125,1,0,1
2774,278,CO,False,"Lake County, CO",Lake County,1p4c,14940.0,14413.7916,13722.7704,12104.2692,10636.03716,13932.1944,9726.07836,89475.1404,65302.02734375,1,4,5
30402,3069,WV,False,"Tyler County, WV",Tyler County,1p2c,8760.0,6407.26104,12856.8192,14558.9076,5495.69712,11995.10376,7725.22632,67799.016,58589.66796875,1,2,3
1251,126,AR,False,"Conway County, AR",Conway County,1p1c,7848.0,4266.02532,12194.9784,7238.58624,4389.38892,4885.8798,4767.453,45590.3112,56524.71875,1,1,2
11300,1137,LA,False,"East Carroll Parish, LA",East Carroll Parish,1p0c,6636.0,3174.7884,10775.80152,6322.79004,3554.8356,0.0,5450.76156,35914.9776,32589.404296875,1,0,1
31301,3159,WY,True,"Cheyenne, WY MSA",Laramie County,1p1c,10644.0,4816.48056,11530.58124,9873.66648,5601.94188,9622.10448,5616.07032,57704.8476,82057.7734375,1,1,2
7863,793,IN,True,"Fort Wayne, IN MSA",Wells County,1p3c,11011.12056,8278.59012,13771.4664,13165.1772,6989.4228,19899.516,8610.1794,81725.4732,73693.25,1,3,4
1841,185,AR,False,"Woodruff County, AR",Woodruff County,1p1c,7848.0,4418.92968,12040.4436,7238.58624,4444.7922,4719.42192,4723.98048,45434.1528,54531.65234375,1,1,2
2241,225,CA,True,"Stockton-Lodi, CA MSA",San Joaquin County,1p1c,15240.0,4984.67472,11648.10504,7502.625,7328.19732,8656.0686,6579.93384,61939.6056,74828.921875,1,1,2
29073,2936,VA,False,"Surry County, VA",Surry County,1p3c,12312.0,9145.3008,14795.676,13187.7828,7774.82592,12808.428,9034.3206,79058.3316,74658.46875,1,3,4
12274,1244,MA,True,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area | Brockton, MA HUD Metro FMR Area |  |",Norfolk County,1p4c,36989.4552,14377.2072,13458.4356,12793.9932,18612.1668,34709.2116,29115.4836,160055.952,132538.59375,1,4,5
21449,2171,OK,False,"Cimarron County, OK",Cimarron County,2p4c,11280.0,13707.8412,16143.1716,21940.35,9054.0798,16095.3756,9197.64036,97418.4612,58428.45703125,2,4,6
29097,2938,VA,False,"Tazewell County, VA",Tazewell County,2p2c,8412.0,8335.03488,14004.6036,15842.3172,6068.1108,11098.13448,7063.81272,70824.012,54892.06640625,2,2,4
23281,2357,SC,True,"Chester County, SC HUD Metro FMR Area",Chester County,1p1c,8640.0,4296.60612,11666.79048,7761.43428,4687.44288,5571.95508,4627.1484,47251.3764,56407.66015625,1,1,2
6011,608,IL,True,"St. Louis, MO-IL HUD Metro FMR Area",Calhoun County,1p1c,7669.44648,4709.4474,13324.554,9661.311,4485.36144,8619.3252,7343.15256,55812.5976,79141.59375,1,1,2
22667,2293,PA,True,"Harrisburg-Carlisle, PA MSA",Dauphin County,2p2c,11638.9014,9714.21384,13676.3748,14982.2436,7737.07548,18598.5528,9794.91432,86142.2748,78421.7890625,2,2,4
17225,1744,NE,False,"Perkins County, NE",Perkins County,2p0c,7728.0,5877.50868,14974.7436,15757.38,4929.81228,0.0,7922.66016,57190.1016,83429.6171875,2,0,2
18383,1865,NY,False,"Clinton County, NY",Clinton County,1p3c,13800.0,9444.16704,13461.5388,9849.49956,8422.27812,20296.692,10084.66404,85358.8416,72953.9375,1,3,4
1618,162,AR,False,"Newton County, AR",Newton County,2p3c,11220.0,10615.71612,15359.1168,16868.9688,7911.94116,10427.12772,6876.30468,79279.1772,53014.0,2,3,5
219,22,AL,False,"Cullman County, AL",Cullman County,2p4c,10776.0,14200.6068,14900.1228,22610.2476,9050.00904,14004.1752,9225.79692,94766.9592,58005.40234375,2,4,6
10277,1034,KY,False,"Fleming County, KY",Fleming County,2p2c,7956.0,8125.16088,14161.734,14297.5476,5826.83868,10785.59844,6943.3476,68096.226,54496.73828125,2,2,4
20624,2089,OH,False,"Darke County, OH",Darke County,1p4c,11916.0,9731.13864,13480.8276,13442.7324,7843.61208,13639.332,4596.43764,74650.0776,69615.7265625,1,4,5
26833,2712,TX,False,"Mason County, TX",Mason County,1p3c,13812.0,7591.19748,14610.5028,13665.9816,7755.2226,9816.47676,4311.03924,71562.4224,64209.484375,1,3,4
9284,935,KS,False,"Haskell County, KS",Haskell County,1p4c,10716.0,10060.38792,14442.6912,17601.3048,7528.1052,9811.10664,5665.1484,75824.742,61469.9140625,1,4,5
27245,2753,TX,True,"Rusk County, TX HUD Metro FMR Area",Rusk County,2p0c,6900.0,5363.94036,13294.8984,10034.95968,4443.70896,0.0,4915.9494,44953.4556,65786.6875,2,0,2
7417,748,IN,True,"Gary, IN HUD Metro FMR Area",Lake County,2p2c,11000.8608,8694.82032,13580.334,14508.6888,7136.52168,19490.9412,9139.70292,83551.8696,71694.0234375,2,2,4
11769,1183,LA,False,"Winn Parish, LA",Winn Parish,2p4c,10824.0,13170.2796,14657.982,24954.888,8694.07392,8346.67752,6687.67164,87335.5728,50477.7421875,2,4,6
11445,1151,LA,True,"Baton Rouge, LA HUD Metro FMR Area",Livingston Parish,2p0c,10364.72532,5953.59336,13086.7488,11498.95968,5912.77044,0.0,7535.0076,54351.8028,78699.03125,2,0,2
16113,1633,MT,False,"Fallon County, MT",Fallon County,1p3c,13584.0,10221.219,13859.334,12563.1696,8625.56988,18286.4712,12143.9844,89283.75,97228.1015625,1,3,4
14100,1432,MS,False,"Choctaw County, MS",Choctaw County,1p0c,6672.0,3340.7904,11779.6296,5914.79004,3628.02864,0.0,5810.56644,37145.8068,54229.765625,1,0,1
17186,1740,NE,False,"Nemaha County, NE",Nemaha County,2p1c,8808.0,7220.45724,14735.5032,13509.6852,5807.7426,6735.90156,7009.37472,63826.6644,74488.015625,2,1,3
29762,3005,WA,False,"Mason County, WA",Mason County,1p2c,11388.0,7527.41088,14310.7212,8611.04736,6853.7988,12962.136,5103.63684,66756.75,71083.0625,1,2,3
5988,605,IL,True,"Rockford, IL MSA",Boone County,2p3c,13830.4332,10139.83884,14901.4032,18637.4016,8685.375,18219.8148,10993.82004,95408.0856,81081.265625,2,3,5
2970,298,CO,False,"Rio Grande County, CO",Rio Grande County,1p0c,7272.0,3558.66792,11929.1646,4353.2802,3924.37824,0.0,5663.86524,36701.3556,59639.08203125,1,0,1
25758,2604,TX,False,"Crane County, TX",Crane County,2p3c,12600.0,10725.53316,14822.2104,19172.772,8451.7602,9384.7434,4785.14832,79942.1664,74600.96875,2,3,5
2714,272,CO,False,"Hinsdale County, CO",Hinsdale County,1p4c,13452.0,13755.2928,16902.9072,12104.2692,9858.2754,13573.5984,9683.2266,89329.5708,66626.6328125,1,4,5
9160,923,KS,False,"Ford County, KS",Ford County,1p0c,7128.0,2967.28584,10799.82864,5958.69,3657.92028,0.0,5748.08784,36259.8132,60398.93359375,1,0,1
8387,845,IA,False,"Jasper County, IA",Jasper County,2p2c,9216.0,8994.64164,14697.5628,14433.5976,6598.4334,10886.98896,7752.5076,72579.732,72510.3515625,2,2,4
9757,982,KS,False,"Seward County, KS",Seward County,2p2c,9408.0,8454.96312,14179.5912,17738.6868,6472.45608,9238.5564,6937.22244,72429.4752,52010.79296875,2,2,4
10326,1039,KY,False,"Garrard County, KY",Garrard County,2p1c,8544.0,6462.90084,14451.1248,11815.71384,5437.59192,5924.81364,7467.37872,60103.524,65631.640625,2,1,3
8263,833,IA,True,"Waterloo-Cedar Falls, IA HUD Metro FMR Area",Grundy County,1p3c,10635.219,8577.4548,14604.9072,12388.1076,6961.50948,14220.3312,8776.86696,76164.3984,82851.515625,1,3,4
21719,2198,OK,True,"Le Flore County, OK HUD Metro FMR Area",Le Flore County,2p4c,11496.0,13797.4356,15386.3628,21871.3212,9164.80884,16077.5904,9051.01536,96844.5348,51260.18359375,2,4,6
11740,1181,LA,False,"West Carroll Parish, LA",West Carroll Parish,1p0c,6552.0,3071.037,11491.30812,6322.79004,3486.80568,0.0,5559.1992,36483.1404,51323.84765625,1,0,1
20316,2058,ND,False,"Sargent County, ND",Sargent County,2p1c,8808.0,7741.27656,15187.6416,11532.16548,5996.4558,6902.29692,6018.2304,62186.0688,83580.5625,2,1,3
1373,138,AR,True,"Grant County, AR HUD Metro FMR Area",Grant County,1p3c,11148.0,9175.18728,14345.3688,12052.9488,7363.8918,14848.2072,8643.03144,77576.6364,66795.03125,1,3,4
4511,458,GA,False,"Grady County, GA",Grady County,1p1c,8052.0,4388.34816,11473.98852,7777.45968,4507.62888,5102.24268,4983.26952,46284.9372,54457.71875,1,1,2
18583,1885,NY,True,"Nassau-Suffolk, NY HUD Metro FMR Area",Nassau County,1p3c,31547.8596,11446.5696,13564.7148,10863.15972,15578.5776,42883.0512,31228.0548,157111.992,139281.765625,1,3,4
14311,1453,MS,False,"Jasper County, MS",Jasper County,1p1c,8232.0,4495.38168,12295.2768,8837.2434,4611.63204,2755.79832,4777.96872,46005.3012,48201.26953125,1,1,2
11681,1175,LA,True,"Monroe, LA MSA",Union Parish,1p1c,7254.5178,4709.4474,12241.8288,9396.01608,4335.01608,5011.05288,5102.91024,48050.7888,62528.5703125,1,1,2
12160,1227,MD,True,"Baltimore-Columbia-Towson, MD MSA",Baltimore city,1p0c,9002.3196,3641.66928,7025.19432,3553.47984,4581.41604,0.0,5149.03128,32953.11,64801.96484375,1,0,1
12860,1308,MI,True,"Midland, MI MSA",Midland County,1p0c,6540.0,3071.037,10478.50704,4441.34988,3482.4576,0.0,4920.38268,32933.7336,79358.25,1,0,1
11038,1110,KY,True,"Clarksville, TN-KY MSA",Trigg County,2p3c,9120.17436,10579.11036,16050.018,22544.9916,7137.82764,15120.8484,10062.10176,90615.0708,63941.484375,2,3,5
22551,2282,PA,True,"Johnstown, PA MSA",Cambria County,1p1c,8688.0,4464.80088,10814.62716,6557.07564,4765.77864,8654.18772,5443.2696,49387.74,65347.2109375,1,1,2
19887,2015,NC,False,"Wilson County, NC",Wilson County,2p2c,9336.0,7975.25028,13423.1568,18608.5332,6272.5488,10890.23736,7746.12528,74251.8516,60298.3046875,2,2,4
17710,1795,NH,False,"Merrimack County, NH",Merrimack County,1p0c,10080.0,3901.04736,11082.063,3854.18004,5065.88484,0.0,5238.71892,39221.8944,95265.84375,1,0,1
23019,2328,PA,False,"Sullivan County, PA",Sullivan County,2p4c,12432.0,14066.2164,16214.682,17661.4512,9601.34844,17125.5276,8456.33568,95557.5588,63727.90625,2,4,6
9175,924,KS,False,"Franklin County, KS",Franklin County,2p0c,7356.0,6105.7614,13145.4936,11773.37988,4877.72712,0.0,6833.17608,50091.5388,70128.109375,2,0,2
8975,904,KS,False,"Chautauqua County, KS",Chautauqua County,2p0c,6540.0,5782.40328,13841.9736,11269.37988,4464.8928,0.0,6486.51192,48385.1604,55432.17578125,2,0,2
31383,3167,WY,False,"Sweetwater County, WY",Sweetwater County,1p3c,14112.0,9832.69332,14188.9728,18092.3244,8676.10692,24324.0216,11645.18772,100871.3088,90264.171875,1,3,4
6845,691,IL,True,"Peoria, IL MSA",Tazewell County,2p0c,7760.01636,5401.98192,12983.4492,12218.7,4769.11116,0.0,7634.78544,50768.0448,80979.609375,2,0,2
134,14,AL,False,"Clay County, AL",Clay County,1p4c,10416.0,11487.1326,13256.5968,16923.4572,7936.36812,14166.5292,8124.14868,82310.232,51316.66015625,1,4,5
5827,589,ID,False,"Lincoln County, ID",Lincoln County,2p2c,10020.0,9264.48048,16232.5428,15167.5956,6987.52812,12193.1988,7747.28904,77612.6364,55405.48046875,2,2,4
7533,760,IN,False,"Noble County, IN",Noble County,1p3c,11916.0,8278.59012,13611.8616,12718.0884,7317.29664,15237.774,7218.49224,76298.1036,68568.359375,1,3,4
29439,2972,VA,True,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",Portsmouth city,2p4c,17051.496,13125.4824,14324.3832,21105.7248,10934.30856,17872.98,12028.7964,106443.1752,63014.26171875,2,4,6
15285,1550,MO,False,"Howard County, MO",Howard County,2p0c,6288.0,5687.29836,13157.1456,12037.38,4339.12284,0.0,6013.59372,47522.5404,66899.7734375,2,0,2
24968,2525,TN,False,"Perry County, TN",Perry County,2p3c,11100.0,11457.65256,14621.0712,19214.6592,8173.52712,10004.98464,4658.55468,79230.4512,52854.84375,2,3,5
7477,754,IN,False,"Martin County, IN",Martin County,2p2c,8784.0,7975.25028,14992.2924,13463.6268,6072.5376,13023.7512,6655.47288,70966.9332,68044.6796875,2,2,4
5191,526,GA,False,"Taylor County, GA",Taylor County,1p1c,7776.0,4678.8666,11834.19144,8208.55812,4512.8892,5093.64732,5252.45328,47356.6056,45474.01953125,1,1,2
22180,2245,OR,False,"Douglas County, OR",Douglas County,1p0c,8724.0,3278.53968,11187.71412,5481.2802,4348.99368,0.0,7443.30468,40463.8332,57524.84765625,1,0,1
8360,843,IA,False,"Iowa County, IA",Iowa County,1p0c,6228.0,3122.91252,11703.23148,4710.69,3388.20408,0.0,5523.68736,34676.7252,74935.7109375,1,0,1
6565,663,IL,True,"Peoria, IL MSA",Marshall County,2p0c,6524.27856,5554.15104,14241.3696,12218.7,4376.49132,0.0,7580.19504,50495.1852,74521.8984375,2,0,2
11288,1135,LA,True,"Shreveport-Bossier City, LA HUD Metro FMR Area",De Soto Parish,2p3c,9467.93772,11128.1982,15063.2232,20995.1604,7462.7922,9293.6946,6966.5076,80377.512,57833.921875,2,3,5
7719,778,IN,False,"Starke County, IN",Starke County,2p4c,11700.0,11736.77928,15659.4336,19875.564,8492.06904,14646.0048,6676.53876,88786.3884,61354.91015625,2,4,6
9296,936,KS,False,"Hodgeman County, KS",Hodgeman County,2p1c,8616.0,6581.26908,15949.1172,14828.0328,5506.56996,6080.06796,7766.76564,65327.8248,81688.1171875,2,1,3
28101,2839,VT,True,"Burlington-South Burlington, VT MSA",Chittenden County,1p1c,20339.274,5825.64804,11275.3836,12665.64,9480.58296,13937.424,14157.0156,87680.9712,101076.6484375,1,1,2
2721,273,CO,False,"Huerfano County, CO",Huerfano County,1p1c,10164.0,4770.609,13189.0536,6541.97604,5411.39796,7542.4314,6201.7698,53821.236,52459.515625,1,1,2
4534,460,GA,True,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Gwinnett County,1p4c,19562.8428,10974.96756,13272.204,15310.6476,11065.05324,14738.5272,12266.7336,97190.976,81718.921875,1,4,5
5617,568,ID,False,"Boundary County, ID",Boundary County,2p2c,8808.0,10433.78388,15830.9712,14556.8736,6972.05712,11850.10764,7324.91376,75776.7072,62790.4140625,2,2,4
21763,2203,OK,False,"McCurtain County, OK",McCurtain County,1p3c,11664.0,9294.7332,13406.6604,13695.8688,7594.17552,16182.8124,8703.76536,80542.014,48842.0078125,1,3,4
2690,270,CO,False,"Grand County, CO",Grand County,1p0c,9060.0,3745.42056,12167.658,4017.2802,4639.90908,0.0,6304.58568,39934.854,87745.3671875,1,0,1
3402,347,FL,False,"Glades County, FL",Glades County,1p2c,9420.0,7908.26292,12572.562,14391.4332,6278.71368,9830.04276,4779.33984,65180.3556,50057.76953125,1,2,3
2128,213,CA,True,"Salinas, CA MSA",Monterey County,2p3c,30792.0,12592.434,16994.49,27686.1156,15719.892,16843.3956,23573.0928,144201.42,79007.078125,2,3,5
16466,1668,MT,False,"Stillwater County, MT",Stillwater County,2p1c,10128.0,7504.54032,16082.3028,10445.81904,6388.96512,7294.02612,8104.60548,65948.262,82390.46875,2,1,3
12066,1217,MD,False,"Kent County, MD",Kent County,2p1c,12120.0,7859.6448,14977.92,9089.13204,7239.41376,7555.4538,8227.64064,67069.2072,86792.46875,2,1,3
30389,3067,WV,False,"Taylor County, WV",Taylor County,2p4c,10632.0,12946.296,15358.4268,34237.74,8543.34672,13663.8828,13070.8284,108452.52,63382.890625,2,4,6
21123,2139,OH,False,"Putnam County, OH",Putnam County,1p3c,10956.0,8487.79464,14398.4448,11014.5102,7045.25316,13477.8408,5603.86704,70983.7092,82929.5546875,1,3,4
22828,2309,PA,True,"Lebanon, PA MSA",Lebanon County,2p3c,14328.0,11347.83396,14783.2776,17488.8252,9303.36696,20924.0376,10910.41404,99085.758,75450.1484375,2,3,5
22099,2236,OR,False,"Baker County, OR",Baker County,2p4c,13932.0,14111.0136,15591.4656,22150.62,10161.09084,16503.0588,14328.696,106777.9452,59848.5546875,2,4,6
24783,2507,TN,False,"Lawrence County, TN",Lawrence County,1p3c,10536.0,8995.86696,13172.4204,13695.8688,7077.16548,10030.37184,3333.1014,66840.7968,54853.046875,1,3,4
26289,2657,TX,True,"Austin-Round Rock, TX MSA",Hays County,2p4c,20106.774,13349.4672,15753.912,21153.5748,12122.5152,15176.0352,8051.9766,105714.258,88195.1171875,2,4,6
27668,2795,TX,True,"Wichita Falls, TX MSA",Wichita County,2p3c,13757.832,10432.68456,14410.3668,22042.3452,8765.17824,12515.1888,6237.05496,88160.6484,65570.03125,2,3,5
25337,2562,TX,True,"San Antonio-New Braunfels, TX HUD Metro FMR Area",Bandera County,2p2c,11705.38548,9414.39252,15547.632,16061.742,7652.52828,11788.6992,6273.89064,78444.27,69019.140625,2,2,4
26720,2701,TX,False,"Live Oak County, TX",Live Oak County,1p0c,6456.0,2884.28484,11517.63204,5386.79004,3384.3534,0.0,4370.90436,33999.9636,71089.21875,1,0,1
9048,911,KS,False,"Comanche County, KS",Comanche County,2p3c,11196.0,11347.83396,15644.4036,20649.3408,8168.52024,9873.29808,7828.28904,84707.6832,76645.375,2,3,5
1991,200,CA,False,"Inyo County, CA",Inyo County,1p1c,12204.0,4999.96476,13700.1552,9559.66548,6233.6748,6909.3018,6147.60576,59754.3696,76379.4296875,1,1,2
19015,1928,NC,True,"Asheville, NC HUD Metro FMR Area",Buncombe County,2p0c,13770.0588,5839.46628,12291.3264,11834.95968,7105.3044,0.0,8928.9924,59770.1076,69427.8125,2,0,2
3355,342,FL,True,"Pensacola-Ferry Pass-Brent, FL MSA",Escambia County,2p0c,9683.81544,6162.82476,11942.499,9842.95968,5741.86272,0.0,5560.98048,48934.9428,66620.4765625,2,0,2
14393,1461,MS,False,"Lawrence County, MS",Lawrence County,1p3c,11316.0,8726.88864,13675.6476,14682.15,7262.32908,4623.7266,5306.85168,65593.5936,58840.2109375,1,3,4
22976,2324,PA,False,"Potter County, PA",Potter County,2p1c,8688.0,7007.39424,14259.6384,11156.44488,5687.05992,6917.9304,6950.66016,60667.1304,59642.1640625,2,1,3
1196,120,AR,False,"Chicot County, AR",Chicot County,2p1c,7848.0,6889.02612,13403.568,12085.3764,5339.8056,4921.39164,5983.58208,56470.752,43640.10546875,2,1,3
14491,1471,MS,False,"Montgomery County, MS",Montgomery County,1p1c,8208.0,4694.15664,11781.06516,8837.2434,4674.96024,2833.28976,4687.26156,45715.9776,48021.57421875,1,1,2
19458,1972,NC,True,"Lincoln County, NC HUD Metro FMR Area",Lincoln County,2p3c,13332.0,10396.08036,15190.6884,18733.2456,8597.61984,14904.5112,9613.78932,90767.9352,72602.765625,2,3,5
11440,1151,LA,True,"Baton Rouge, LA HUD Metro FMR Area",Livingston Parish,1p0c,9614.00904,3247.41468,11016.74412,5749.47984,4660.20084,0.0,6351.16404,40639.014,78699.03125,1,0,1
16965,1718,NE,False,"Harlan County, NE",Harlan County,2p0c,6684.0,6295.97172,13788.6132,15133.38,4703.15556,0.0,7248.85908,53853.978,71927.109375,2,0,2
15986,1620,MO,True,"St. Louis, MO-IL HUD Metro FMR Area",St. Louis city,2p1c,10292.22288,7693.92924,11265.12456,11642.1072,6517.092,7219.28976,6894.23076,61523.994,59185.2265625,2,1,3
14363,1458,MS,False,"Lafayette County, MS",Lafayette County,1p3c,14844.0,11237.36352,13097.4948,14682.15,9450.30684,5279.71584,8032.83624,76623.8676,73548.46875,1,3,4
18625,1889,NY,True,"Syracuse, NY MSA",Onondaga County,2p0c,8966.29908,5820.44568,12047.9352,11241.0798,5357.82096,0.0,7087.80108,50521.3824,83348.5,2,0,2
28742,2903,VA,False,"Louisa County, VA",Louisa County,1p2c,10932.0,7236.17208,14120.6484,10108.87944,6583.0452,12473.6124,8180.72244,69635.0796,74897.71875,1,2,3
12084,1219,MD,True,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Prince George's County,1p4c,23825.8152,11926.1316,13316.5572,10901.12772,12954.3396,19755.3696,14896.3524,107575.6872,100715.203125,1,4,5
27037,2732,TX,True,"Oldham County, TX HUD Metro FMR Area",Oldham County,2p2c,12300.0,9084.58812,16058.4072,16349.142,7748.48004,11918.96556,6545.00028,80004.5796,76931.859375,2,2,4
4710,478,GA,True,"Lamar County, GA HUD Metro FMR Area",Lamar County,1p0c,7644.0,2988.03648,11280.98292,5125.47984,3852.40608,0.0,6008.86116,36899.766,66530.109375,1,0,1
7771,784,IN,True,"Union County, IN HUD Metro FMR Area",Union County,1p1c,8964.0,4556.54328,11948.95896,7685.44332,4899.02604,9529.45236,6202.84788,53786.274,62174.31640625,1,1,2
29127,2941,VA,False,"Westmoreland County, VA",Westmoreland County,2p2c,10488.0,9984.05268,15167.8872,15842.3172,7417.8318,12349.956,9148.82808,80398.8756,75608.28125,2,2,4
9218,928,KS,False,"Grant County, KS",Grant County,2p3c,11196.0,9956.80884,15280.3296,20649.3408,7664.49684,9873.29808,7192.94532,81813.2232,76556.0390625,2,3,5
18500,1877,NY,True,"Utica-Rome, NY MSA",Herkimer County,1p0c,6345.39996,2956.91076,10622.49096,5272.53996,3370.59408,0.0,5371.07628,33939.012,71906.578125,1,0,1
26872,2716,TX,False,"Menard County, TX",Menard County,1p2c,8808.0,6228.03732,13280.2416,10946.25072,5448.1494,8192.47632,3064.19148,55967.3436,55260.69921875,1,2,3
19245,1951,NC,True,"Winston-Salem, NC HUD Metro FMR Area",Forsyth County,2p0c,8253.96684,5782.40328,11613.60504,8690.95968,5085.9306,0.0,5995.9494,45422.8152,69169.0546875,2,0,2
4775,484,GA,True,"Long County, GA HUD Metro FMR Area",Long County,2p0c,7032.0,5630.235,12670.3848,9842.95968,4588.0272,0.0,6423.10908,46186.7172,60126.82421875,2,0,2
11622,1169,LA,True,"Lafayette, LA HUD Metro FMR Area",St. Martin Parish,1p2c,8380.49196,7146.56028,13357.3128,12227.604,5626.06344,8805.17796,5827.44912,61370.6604,59555.91015625,1,2,3
4423,449,GA,True,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Fayette County,1p3c,20393.3412,10071.78516,13981.4352,12979.4544,11038.71684,15088.5624,14134.6872,97687.98,110871.5390625,1,3,4
15820,1604,MO,False,"Scotland County, MO",Scotland County,1p0c,5484.0,2956.91076,11359.21872,7974.69,3058.47492,0.0,5605.23636,36438.5304,64132.47265625,1,0,1
26512,2680,TX,False,"Karnes County, TX",Karnes County,1p2c,9672.0,6384.85764,13093.2216,10707.00144,5818.03308,8454.49512,3330.60168,57460.2132,74725.2109375,1,2,3
3294,336,FL,True,"Jacksonville, FL HUD Metro FMR Area",Clay County,1p4c,18168.2256,11487.1326,13556.2092,14557.8048,10745.30568,13981.3812,6943.48464,89439.5448,76809.671875,1,4,5
24832,2512,TN,False,"McNairy County, TN",McNairy County,1p2c,7956.0,6631.2912,12949.0836,9821.781,5285.55108,9058.84788,2802.23052,54504.7848,51199.6015625,1,2,3
15938,1615,MO,False,"Washington County, MO",Washington County,2p3c,9948.0,10762.13892,14661.3792,17675.3412,7504.10004,10176.45708,6445.49196,77172.9084,51260.18359375,2,3,5
2557,256,CO,False,"Conejos County, CO",Conejos County,2p2c,8808.0,10103.98164,16318.8804,13083.9516,6852.5574,11414.01852,7399.33596,73980.726,48022.6015625,2,2,4
10465,1053,KY,False,"Hopkins County, KY",Hopkins County,2p0c,6372.0,5249.81364,13092.7776,9309.58008,4211.04168,0.0,6400.27368,44635.488,60177.140625,2,0,2
17755,1802,NJ,True,"Atlantic City-Hammonton, NJ MSA",Atlantic County,2p0c,13296.0,6562.26708,12337.9632,9345.0798,7195.4334,0.0,7446.10548,56182.8516,80943.671875,2,0,2
26354,2664,TX,False,"Hopkins County, TX",Hopkins County,1p4c,13452.0,10572.55296,13941.0336,16027.2132,8705.04348,9716.34084,3264.672,75678.8556,64818.39453125,1,4,5
11896,1198,ME,False,"Somerset County, ME",Somerset County,2p1c,9576.0,7978.01292,13923.0372,13133.9664,6360.5112,6321.81084,7197.1524,64490.49,56635.6171875,2,1,3
22036,2230,OK,True,"Tulsa, OK HUD Metro FMR Area",Tulsa County,2p1c,10844.6946,7409.84616,13436.49,12569.328,6614.34012,7167.82392,8012.48436,66055.008,72560.6640625,2,1,3
26425,2671,TX,False,"Jack County, TX",Jack County,2p0c,6984.0,5763.38232,13677.0816,11013.58008,4618.87944,0.0,5306.20716,47363.13,64797.859375,2,0,2
3486,355,FL,False,"Holmes County, FL",Holmes County,2p1c,8808.0,8333.1174,14022.114,14182.746,6210.90312,5677.62156,5823.55848,63058.0608,52453.35546875,2,1,3
8378,844,IA,False,"Jackson County, IA",Jackson County,2p3c,12276.0,10615.71612,15294.9972,16293.06,8294.57148,11693.73852,8331.87528,82799.9592,77272.765625,2,3,5
10691,1076,KY,False,"Magoffin County, KY",Magoffin County,1p1c,7956.0,4357.76772,11610.04104,6897.29952,4461.76392,5678.08332,5291.54292,46252.5,36783.98828125,1,1,2
1174,118,AR,False,"Calhoun County, AR",Calhoun County,1p4c,10968.0,10353.05196,13972.0092,14413.9752,7725.45852,10772.25588,5876.65608,74081.4084,61136.1953125,1,4,5
7699,776,IN,True,"Indianapolis-Carmel, IN HUD Metro FMR Area",Shelby County,2p4c,12871.9032,11826.37284,15189.4368,21975.1656,8949.15972,21489.1368,9716.30496,102017.484,76154.5546875,2,4,6
26537,2682,TX,True,"Kendall County, TX HUD Metro FMR Area",Kendall County,2p2c,15516.0,9444.375,16242.1704,16061.742,9044.12844,13443.1788,7859.92968,87611.5248,104523.703125,2,2,4
